,disease.filename,disease.name,disease.summary
628,Lymphoma,Lymphoma ,"Lymphoma is the name applied to a group of blood cell tumors that develop from lymphatic cells. The name often refers to just the cancerous ones rather than all such tumors.[1] Symptoms may include enlarged lymph nodes, fever, drenching sweats, weight loss, itching, and feeling tired.[2][3] The enlarged lymph nodes are usually painless.[2] The sweats are most common at night.[2][3]"
629,Lymphomatoid_granulomatosis,Lymphomatoid granulomatosis ,"Lymphomatoid granulomatosis (LYG or LG) is a very rare lymphoproliferative disorder first characterized in 1972[1] with lymphomatoid meaning lymphoma-like and granulomatosis denoting one of its microscopic characteristics, polymorphic lymphoid infiltrates and focal necrosis within it. While most commonly found in middle age patients,[2] it has been observed in young people with a study identifying 47 cases of patients aged 0–18 years in the literature.[3] Males are found to be affected twice as often as females.[4]"
630,Lymphomatous_thyroiditis,Hashimoto's thyroiditis ,"Hashimoto's thyroiditis or chronic lymphocytic thyroiditis is an autoimmune disease in which the thyroid gland is attacked by a variety of cell- and antibody-mediated immune processes, causing primary hypothyroidism. It was the first disease to be recognized as an autoimmune disease.[1] It was first described by the Japanese specialist Hakaru Hashimoto in a paper published in Germany in 1912."
631,Lyngstadaas_syndrome,Lyngstadaas syndrome ,Lyngstadaas Syndrome (named after Professor Ståle Petter Lyngstadaas) is a rare liver disease involving an enzyme (steroid dehydrogenase) deficiency and dental anomalies.[1]
632,Lysosomal_storage_disease,Lysosomal storage disease ,"Lysosomal storage diseases (LSDs; /<U+02CC>la<U+026A>s<U+0259>'so<U+028A>m<U+0259>l/) are a group of approximately 50 rare inherited metabolic disorders that result from defects in lysosomal function.[1]Lysosomes are sacs of enzymes within cells that digest large molecules and pass the fragments on to other parts of the cell for recycling. This process requires several critical enzymes. If one of these enzymes is defective, because of a mutation, the large molecules accumulate within the cell, eventually killing it.[2]"
633,Macroglobulinemia,Macroglobulinemia ,"Macroglobulinemia is the presence of increased levels of macroglobulins in the circulating blood. It is a Plasma cell dyscrasia, resembling leukemia, with cells of lymphocytic, plasmacytic, or intermediate morphology, which secrete a monoclonal immunoglobulin M component. There is diffuse infiltration by the malignant cells of the bone marrow and also, in many cases, of the spleen, liver, or lymph nodes. The circulating macroglobulin can produce symptoms of hyperviscosity syndrome: weakness, fatigue, bleeding disorders, and visual disturbances. Peak incidence of macroglobulinemia is in the sixth and seventh decades of life. (Dorland, 28th ed)"
634,Macroglossia_dominant,Macroglossia ,"Macroglossia is the medical term for an unusually large tongue. Severe enlargement of the tongue can cause cosmetic and functional difficulties including in speaking, eating, swallowing and sleeping. Macroglossia is uncommon, and usually occurs in children. There are many causes. Treatment is dependent upon the exact cause."
635,Macular_degeneration_polymorphic,Macular degeneration ,"Macular degeneration, often age-related macular degeneration (AMD or ARMD), is a medical condition that usually affects older adults and results in a loss of vision in the center of the visual field (the macula) because of damage to the retina. It occurs in ""dry"" and ""wet"" forms. It is a major cause of blindness and visual impairment in older adults (>50 years), afflicting 30-50 million people globally.[1] Macular degeneration can make it difficult or impossible to read or recognize faces, although enough peripheral vision remains to allow other activities of daily life."
636,Maffucci_syndrome,Maffucci syndrome ,Maffucci syndrome is a sporadic disease characterized by the presence of multiple enchondromas associated with multiple hemangiomas.[1][2] Also lymphangiomas may be apparent.[citation needed]
637,Mal_de_debarquement,Mal de debarquement ,"Mal de debarquement (or Mal de débarquement) syndrome (MdDS, or disembarkment syndrome) is a rare condition usually occurring after a cruise, aircraft flight, or other sustained motion event. Although it has been noted back to the times of Darwin it is only recently receiving increased attention and very little scientific research has been conducted. The phrase ""mal de débarquement"" is French for ""disembarkation sickness"". MdDS is typically diagnosed when a person reports a persistent rocking, swaying, or bobbing feeling (though they are not necessarily rocking). This USUALLY follows a cruise or other motion experience. Because most vestibular testing proves to be negative, doctors may be baffled as they attempt to diagnose this rare neurological syndrome. Many doctors believe MdDS occurs when your brain did not return to a normal sense of balance after adapting to a motion experience. A major diagnostic indicator is that most patients feel BETTER while driving or riding in a car or while in passive motion."
638,Malakoplakia,Malakoplakia ,"Malakoplakia or Malacoplakia is a rare inflammatory condition which makes its presence known as a papule, plaque or ulceration that usually affects the genitourinary tract.[1]:274 However, it may also be associated with other bodily organs. It was initially described in the early 1900s as soft yellowish plaques found on the mucosa of the urinary bladder. Microscopically it is characterized by the presence of foamy histiocytes with basophilic inclusions called Michaelis-Gutmann bodies."
639,Malignant_hyperthermia_susceptibility_type_2,Malignant hyperthermia ,"Malignant hyperthermia (MH) or malignant hyperpyrexia is a rare life-threatening condition that is usually triggered by exposure to certain drugs used for general anesthesia — specifically the volatile anesthetic agents and succinylcholine, a neuromuscular blocking agent. In susceptible individuals, these drugs can induce a drastic and uncontrolled increase in oxidative metabolism in skeletal muscle, which overwhelms the body's capacity to supply oxygen, remove carbon dioxide, and regulate body temperature, eventually leading to circulatory collapse and death if not immediately treated."
640,Malignant_hyperthermia_susceptibility_type_3,Malignant hyperthermia ,"Malignant hyperthermia (MH) or malignant hyperpyrexia is a rare life-threatening condition that is usually triggered by exposure to certain drugs used for general anesthesia — specifically the volatile anesthetic agents and succinylcholine, a neuromuscular blocking agent. In susceptible individuals, these drugs can induce a drastic and uncontrolled increase in oxidative metabolism in skeletal muscle, which overwhelms the body's capacity to supply oxygen, remove carbon dioxide, and regulate body temperature, eventually leading to circulatory collapse and death if not immediately treated."
641,Malouf_syndrome,Malouf syndrome ,"Malouf syndrome (also known as ""congestive cardiomyopathy-hypergonadotropic hypogonadism syndrome"") is a congenital disorder that causes one or more of the following symptoms: mental retardation, ovarian dysgenesis, congestive cardiomyopathy, broad nasal base, blepharoptosis, and bone abnormalities, and occasionally marfanoid habitus (tall stature with long and thin limbs, little subcutaneous fat, arachnodactyly, joint hyperextension, narrow face, small chin, large testes, and hypotonia). [1]"
642,Marcus_Gunn_phenomenon,Marcus Gunn phenomenon ,"Marcus Gunn phenomenon (a.k.a. Marcus Gunn Jaw-Winking[1][2] or Trigemino-oculomotor Synkineses) is an autosomal-dominant condition with incomplete penetrance, in which nursing infants will have rhythmic upward jerking of their upper eyelid. This condition is characterized as a synkinesis: when two or more muscles that are independently innervated have either simultaneous or coordinated movements."
643,Mastoiditis,Mastoiditis ,"Mastoiditis is the result of an infection that extends to the air cells of the skull behind the ear. Specifically, it is an inflammation of the mucosal lining of the mastoid antrum and mastoid air cell system inside[1] the mastoid process. The mastoid process is the portion of the temporal bone of the skull that is behind the ear which contains open, air-containing spaces.[2][3] Mastoiditis is usually caused by untreated acute otitis media (middle ear infection) and used to be a leading cause of child mortality. With the development of antibiotics, however, mastoiditis has become quite rare in developed countries where surgical treatment is now much less frequent and more conservative, unlike former times.[2] Additionally, there is no evidence that the drop in antibiotic prescribing for otitis media has increased the incidence of mastoiditis. Untreated, the infection can spread to surrounding structures, including the brain, causing serious complications.[4]"
